id,color,x1,y1,x2,y2
0,"(0.9294117647058824, 0.20784313725490197, 0.9450980392156862)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
1,"(0.23529411764705882, 0.8313725490196079, 0.8901960784313725)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
2,"(0.1450980392156863, 0.27058823529411763, 0.9568627450980393)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
3,"(0.33725490196078434, 0.7450980392156863, 0.7019607843137254)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
4,"(0.3843137254901961, 0.6235294117647059, 0.4980392156862745)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
5,"(0.9019607843137255, 0.9254901960784314, 0.7058823529411765)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
6,"(0.1803921568627451, 0.5725490196078431, 0.7254901960784313)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
7,"(0.43137254901960786, 0.5098039215686274, 0.8352941176470589)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
8,"(0.9333333333333333, 0.16862745098039217, 0.8274509803921568)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
9,"(0.12941176470588237, 0.8862745098039215, 0.615686274509804)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
10,"(0.6980392156862745, 0.6392156862745098, 0.5294117647058824)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
11,"(0.5019607843137255, 0.07450980392156863, 0.6705882352941176)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
12,"(0.8549019607843137, 0.9098039215686274, 0.5647058823529412)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
13,"(0.3137254901960784, 0.047058823529411764, 0.3333333333333333)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
14,"(0.23921568627450981, 0.09411764705882353, 0.16470588235294117)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
15,"(0.1803921568627451, 0.9372549019607843, 0.9333333333333333)",21.588735580444336,714.6815795898438,21.588735580444336,714.6815795898438
16,"(0.5098039215686274, 0.6, 0.5490196078431373)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
17,"(0.11764705882352941, 0.32941176470588235, 0.1803921568627451)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
18,"(0.37254901960784315, 0.30980392156862746, 0.8705882352941177)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
19,"(0.4117647058823529, 0.20392156862745098, 0.1803921568627451)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
20,"(0.8901960784313725, 0.5294117647058824, 0.8588235294117647)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
21,"(0.42745098039215684, 0.796078431372549, 0.37254901960784315)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
22,"(0.07450980392156863, 0.9411764705882353, 0.0196078431372549)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
23,"(0.7137254901960784, 0.28627450980392155, 0.06666666666666667)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
24,"(0.596078431372549, 0.7176470588235294, 0.8588235294117647)",123.9973373413086,219.63504028320312,123.9973373413086,219.63504028320312
25,"(0.0, 0.9803921568627451, 0.0)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
26,"(0.7529411764705882, 0.9686274509803922, 0.9647058823529412)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
27,"(0.5764705882352941, 0.5607843137254902, 0.7647058823529411)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
28,"(0.24313725490196078, 0.6392156862745098, 0.7254901960784313)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
29,"(0.3254901960784314, 0.40784313725490196, 0.058823529411764705)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
30,"(0.34901960784313724, 0.9568627450980393, 0.8)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
31,"(0.5294117647058824, 0.3411764705882353, 0.28627450980392155)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
32,"(0.29411764705882354, 0.34509803921568627, 0.7529411764705882)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
33,"(0.0, 0.9294117647058824, 0.9333333333333333)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
34,"(0.5294117647058824, 0.050980392156862744, 0.41568627450980394)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
35,"(0.20784313725490197, 0.07058823529411765, 0.6078431372549019)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
36,"(0.7843137254901961, 0.10980392156862745, 0.6392156862745098)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
37,"(0.592156862745098, 0.596078431372549, 0.38823529411764707)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
38,"(0.3176470588235294, 0.2235294117647059, 0.9490196078431372)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
39,"(0.611764705882353, 0.7411764705882353, 0.6039215686274509)",161.43524169921875,184.43524169921875,161.43524169921875,184.43524169921875
