id,color,x1,y1,x2,y2
138,"(0.6862745098039216, 0.9333333333333333, 0.07450980392156863)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
139,"(0.5411764705882353, 1.0, 0.9176470588235294)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
140,"(0.5058823529411764, 0.5294117647058824, 0.21568627450980393)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
141,"(0.7686274509803922, 0.1843137254901961, 0.5372549019607843)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
142,"(0.4588235294117647, 0.9764705882352941, 0.06666666666666667)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
143,"(0.8156862745098039, 0.611764705882353, 0.8352941176470589)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
144,"(0.5568627450980392, 0.6588235294117647, 0.5215686274509804)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
145,"(0.9803921568627451, 0.6, 0.596078431372549)",2123.283203125,1213.38720703125,2123.283203125,1213.38720703125
146,"(0.2, 0.7450980392156863, 0.16862745098039217)",2138.93701171875,2507.488037109375,2138.93701171875,2507.488037109375
147,"(0.42745098039215684, 0.788235294117647, 0.44313725490196076)",2138.93701171875,2507.488037109375,2138.93701171875,2507.488037109375
148,"(0.8862745098039215, 0.6980392156862745, 0.9764705882352941)",2138.93701171875,2507.488037109375,2138.93701171875,2507.488037109375
149,"(0.34509803921568627, 0.2901960784313726, 0.9450980392156862)",2138.93701171875,2507.488037109375,2138.93701171875,2507.488037109375
150,"(0.5137254901960784, 0.4627450980392157, 0.7764705882352941)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
151,"(0.00784313725490196, 0.5843137254901961, 0.33725490196078434)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
152,"(0.7607843137254902, 0.8313725490196079, 0.4392156862745098)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
153,"(0.01568627450980392, 0.792156862745098, 0.43529411764705883)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
154,"(0.42745098039215684, 0.06274509803921569, 0.7098039215686275)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
155,"(0.8352941176470589, 0.47843137254901963, 0.27450980392156865)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
156,"(0.39215686274509803, 0.5372549019607843, 0.01568627450980392)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
157,"(0.9686274509803922, 0.32941176470588235, 0.5490196078431373)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
158,"(0.13333333333333333, 0.6627450980392157, 0.3843137254901961)",2220.15771484375,1184.610595703125,2220.15771484375,1184.610595703125
159,"(0.5725490196078431, 0.24313725490196078, 0.13725490196078433)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
160,"(0.12156862745098039, 0.5098039215686274, 0.45098039215686275)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
161,"(0.11372549019607843, 0.06274509803921569, 0.6549019607843137)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
162,"(0.4, 0.6627450980392157, 0.6901960784313725)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
163,"(0.6862745098039216, 0.7215686274509804, 0.6784313725490196)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
164,"(0.596078431372549, 0.17254901960784313, 0.48627450980392156)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
165,"(0.03137254901960784, 0.8784313725490196, 0.7803921568627451)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
166,"(0.4, 0.5019607843137255, 0.0)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
167,"(0.3333333333333333, 0.5294117647058824, 0.6980392156862745)",2224.84716796875,2274.637939453125,2224.84716796875,2274.637939453125
168,"(0.4666666666666667, 0.8117647058823529, 0.9372549019607843)",2310.078857421875,2778.6083984375,2310.078857421875,2778.6083984375
169,"(0.9137254901960784, 0.4470588235294118, 0.6313725490196078)",2310.078857421875,2778.6083984375,2310.078857421875,2778.6083984375
170,"(0.047058823529411764, 0.9450980392156862, 0.9607843137254902)",2310.078857421875,2778.6083984375,2310.078857421875,2778.6083984375
171,"(0.2, 0.043137254901960784, 0.9411764705882353)",2310.078857421875,2778.6083984375,2310.078857421875,2778.6083984375
172,"(0.6627450980392157, 0.23921568627450981, 0.023529411764705882)",2430.632568359375,1656.786865234375,2430.632568359375,1656.786865234375
173,"(0.3176470588235294, 0.16862745098039217, 0.5764705882352941)",2436.62548828125,3023.359375,2436.62548828125,3023.359375
174,"(0.8509803921568627, 0.5176470588235295, 0.6862745098039216)",2436.62548828125,3023.359375,2436.62548828125,3023.359375
175,"(0.4745098039215686, 0.21568627450980393, 0.3058823529411765)",2436.62548828125,3023.359375,2436.62548828125,3023.359375
176,"(0.611764705882353, 0.24705882352941178, 0.9882352941176471)",2436.62548828125,3023.359375,2436.62548828125,3023.359375
177,"(0.8549019607843137, 0.4745098039215686, 0.32941176470588235)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
178,"(0.7803921568627451, 0.00784313725490196, 0.2)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
179,"(0.45098039215686275, 0.11372549019607843, 0.7372549019607844)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
